att_log_calc_man,UID=5;device_code=737;log_date=2019-01-12;work_hour=;entry_by=Ravi Meghwal;doe=2019-01-12 12:51:08;reason=Foundry;s_in=2019-01-12 09:00;s_out=2019-01-12 17:30;s_hour=510;status=H;total_extra_work=-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
att_log_shifts,UID=28;dept=Floor;shift=A;in_time=09:00;out_time=19:45;duration=10.75;doe=2019-05-17 12:50:58;entry_by=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance_log,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance_log_rule,UID=3;rule_name=Half Day;alias=H;hour=4;in_time=2018-11-30 12:57:49;out_time=None;entry_by=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance_month_wise,UID=21612;emp_uid=12660;emp_code=IEVO_TEMP_8371;emp_name=Chhotu Kumar Yadav;dept=Panel Works;policy=Policy A;month=2025-11;mis_tot=33.77;present_hrs=40.96;hr_tot=29.25;ot_tot=0;ut_tot=0;net_ot=0;net_ut=0;ut_cf=0;ut_opening=;entry_by=Kapil Chorotiya;doe=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance_record_2021,UID=9126845;emp_code=IEVO_TEMP_3374;f_time=2026-02-10 00:00:00;e_time=2026-02-10 00:00:00;present_hours=None;dup_check=None;doe=2026-02-11 14:48:40;entry_by=Prabhat Kumar;f_shift_hrs=None;f_break_hrs=None;f_ot_hrs=0;f_ut_hrs=0;remarks=;per_hour_sal=None;pla=None;f_entry_by=None;f_doe=None;freeze=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance_update_request,UID=585541;emp_code=IEVO_TEMP_6970;u_in_time=2026-02-10 08:00:00;u_out_time=2026-02-10 00:00:00;u_date=2026-02-10;u_ot=0;u_ut=0;remark=;update_entry_by=Prabhat Kumar;update_hr_in_time=None;update_hr_out_time=None;update_ot_hr=None;update_ut_hr=None;hr_remark=None;hr_entry_on=None;hr_entry_by=None;doe=2026-02-11 14:54:52;status=0;freeze=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank_balance,UID=6;date=2025-06-30;company=ICM;bank=ICICI;cc=0.0;packing_credit=0.0;od=0.0;ca=0.0;fdod=13469526.0;entry_by=Shabbir Khan;entry_on=2025-07-01 18:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank_gurtantee,UID=40;po_date=;po_no=;bank=HDFC;client_name=LUXUS HOSPITALITY PRIVATE LIMITED;po_value=;bank_gurtantee_type=Mobilization Advance;bank_gurtantee_from=From Limit ;bank_gurtantee_amount=3540000;bank_gurtantee_date=2025-09-18;expiry_date=2025-11-29;clam_expiry_date=2025-11-29;fd_no=;entry_by=Ronak Sharma;entry_on=2025-10-07 10:47:01;prj=TAJ Lucknow  SPA & Suites;bg_no=C73GT01252610002;fd_margin_amount=354000.0;concern_person=Naveen Kumawat;remark=              ;company=ICM;status=None;update_by=None;update_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed_allot,UID=28;user=1626;bed_det_uid=0;from_date=2022-03-11 00:00:00;to_date=2022-03-11 00:00:00;entry_by=Raj Sindal;doe=2022-03-11 19:55:59;deleted=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed_allot_accessories,UID=3;bed_allot_uid=0;user_id=3490;accessories=;a_date=2023-05-18 00:00:00;remark=;entry_by=Harshit Trivedi;doe=2023-05-18 14:26:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed_details,UID=40;bed_no=1;premise=Residential Building ;floor=3rd Floor;room_no=305;descr=;full=0;entry_by=Harshit Trivedi;doe=2023-05-18 14:25:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bill_of_lading,UID=2;container_no=7;bl_no=dasdsads;bl_date=2025-12-24;bl_type=asdasdasd;container_delivery_date=2025-12-31;entry_by=Rahul Kumar Paliwal;entry_on=2025-12-29;status=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_data,UID=98124;bom_uid=18568;item_uid=20943;pp_uid=37833;qty=72;req_qty=72;buffer_qty=;uom=Nos;remarks=;deadline=None;will_be_using_till=None;deadline_remark=None;deadline_entry_by=None;deadline_entry_date=None;closure=None;closure_doe=None;closure_entry_by=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_main,UID=18568;prefix=BOM_22-23_;bom_no=8378;ref_no=18568;store_type=Main Store;inq_no=INQ_3634;entry_by=Abhishek kumar;doe=2022-12-13 11:00:55;remarks=IPC_1072 TOTAL QTY_18 ;status=1;approved_by=None;approved_on=None;closure=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_optimaization_sheet,UID=319;bom_id=3;inq_no=PC2425_1300;ppc_order_uid=25109;ppec_file=PPEC-0185;proto_code=68662;qty=9;pcd_code=ST_10309;product_name=RALAX CHAIR;category=RSS;item_code=MFT5328M1;description=Pvc Nail Buffer Round Hd. Brown OD:18mm;sys_uom=NOS;bom_qty=4;bom_uom=NOS;system_uom=NOS;prd_qty=1;total=4;total_sum=36;remark=;per_item_opti_qty=4;entry_by=Ajit Kumar;entry_on=2024-09-19 17:30:48;status=0;status_by=None;status_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_optimized,UID=99;n_uid=2;inq_no=PC2425_1300;ppc_order_id=25109;ppec_file=PPEC-0185;bom_id=3;item_code=MFT5328M1;item_name=Pvc Nail Buffer Round Hd. Brown OD:18mm;bom_uom=NOS;total_sum=36;system_uom=NOS;multiply=1;total_sum_new=36;opti_qty=36;entry_by=Ajit Kumar;entry_on=2024-09-19 18:09:15;cancel_by=None;cancel_on=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_requirement_sheet_dashboard_log,uid=16;dashboard_date=2025-08-18;not_arrived_as_per_eta=1470;revised_eta_added=64;revised_eta_pending=1411;not_arrived_as_per_revised_eta=57;total_etas_not_filled=228;total_no_of_boms=3904;store_entries_on_status=3898;store_blanks=6;store_entry_for_pr=679;pr_pending=13;ordered=431;hold_production=8;hold_pmc=0;hold_sk=0;hold_fna=31;delay_by_vendor=4;pending_with_npd=4;pending_by_purchase=127;below_moq=8;not_required=69;alternate_sku_available=10;entry_by=Ashwani Joshi;doe=2025-08-18 10:10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_response_log,UID=138388;bom_response_uid=None;bom_data_uid=96102;change=po_date=2022-11-24;doe=2022-12-06 12:07:37;entry_by=Rahul Kumar Paliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_response_report,UID=193548;assign=None;bom_data_uid=98124;bom_status=None;bom_status_doe=None;date=None;bom_no=None;priority=None;prj_name=None;prj_code=None;voucher_sno=None;executive_name=None;sku=None;article_name=None;brand=None;desc1=None;desc2=None;desc3=None;desc4=None;narration=None;qty=None;unit=None;price=None;amount=None;closing_stock=None;notes=None;availablity=None;indent_qty=None;order_qty=None;lead_time=None;exp_delivery_date=None;status=None;po_no=None;po_date=None;supplier=None;city=None;remarks=None;scm_remarks=None;doe=2022-12-13 11:00:56;entry_by=None;pmc_deadline=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_response_report1,"UID=115450;bom_status=;bom_status_doe=;date=19-Mar-20;bom_no=BOM_19-20_5179;priority=;prj_name=Taj_Mansingh_Public Area_Delhi;prj_code=PC1920_1151;voucher_sno=16;executive_name=Manoj Singh Kotwal;sku=ELC5008;article_name=Cable Organizer, Dia 60mm, CO 60;brand=Make: Ebco;desc1=Cable Organizer Dia 60mm, CO 60;desc2=;desc3=;desc4=;narration=;qty=2;unit=NOS;price=;amount=None;closing_stock=164;notes=;availablity=162;indent_qty=0;order_qty=0;lead_time=;exp_delivery_date=;status=Received;po_no=;po_date=;supplier=;city=;remarks=;scm_remarks=;doe=19-Mar-20;entry_by=Manoj Singh Kotwal;pmc_deadline=None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_response_sheet_2025,UID=7476;inventory_master_uid=None;bom_by=Production - Shruti;addition_date=2025-08-07 00:00:00;doc_entry=25414;doc_no=301348;bom_line_no=BOM23-301348-2;inq_no=None;required_qty=264.0;item_remark=;require_on=2025-07-10 00:00:00;financial_approval=1;lead_time=0;eta_from_lead_time=None;store_status=Available;store_remarks=;store_pr_quantity=None;store_pr_no=;store_pr_date=None;store_is_issued=0;purchase_eta=None;purchase_status=;purchase_po_no=;purchase_po_date=None;purchase_remarks=;purchase_revised_eta=None;purchase_revised_eta_remarks=;purchase_received_status=0;purchase_eb_approval=0;item_code=HNF14399;item_name=Metal Clip Fitting Model No. 60 Material Alloy Imp;uom=NOS;item_category=RSS;item_make=`;is_deactivate=0;is_msl_required=0;msl_category=None;msl_quantity=0.0;msl_reorder_level=0.0;entry_by=None;entry_time=2025-07-08 16:29:56;project_name=43rd Comfort - C0156COI;project_code=PC2425_1658;issuedQuantity=None;balanceQuantity=None;is_deleted=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_response_sheet_2025_log,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bom_value_design,UID=335;inq_no=PC2425_1189;ppc_no=25746;mo_no=8920;bom_no=302580;bom_value=531067;entry_by=Ajit Kumar;entry_on=2024-12-04 09:53:54;cancel_by=Ajit Kumar;cancel_on=2024-12-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
budget,UID=12;project_code=INQ_4722;budget_no=BUDGET_1012;raw_material=111100.0;man_power=15.0;over_head=15.0;recce=21000.0;meeting=211.0;prototyping=111.0;client_facilitation=15.0;sourcing=1515.0;installation=121.0;packaging=222.0;transport=331.0;post_sales_support=55.0;total_budget=555555.0;entry_by=Rahul Kumar Paliwal;doe=2023-08-23 13:57:16;status=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_kitchen,cid=217;name=BSUG_110DC;parent=41;level=None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalogue,"UID=6;pp_uid=16559;cata_group=13569;images=3;rate=None;desc1=;weightndia=<table class=""packages-specification-table"" style=""color: #333333; font-family: Verdana, Arial, sans-serif; width: 1037px; border-collapse: collapse; font-size: 13px; height: 95px;"">
<tbody>
<tr style=""line-height: 13px;"">
<th style=""text-align: left;"">Article Number</th>
<th style=""text-align: left;"">Packages</th>
<th style=""text-align: left;"">Width</th>
<th style=""text-align: left;"">Height</th>
<th style=""text-align: left;"">Length</th>
<th style=""text-align: left;"">Diameter</th>
<th style=""text-align: left;"">Weight</th>
</tr>
<tr style=""line-height: 13px; background-color: #f4f4f4;"">
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">40341115</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">1</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">18 ""<br />46 cm</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">4 &frac34; ""<br />12 cm</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">37 &frac34; ""<br />96 cm</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">-</td>
<td style=""font-family: Verdana, Arial, sans-serif; padding: 4px 0px;"">14 lb 12 oz<br />6.70 kg</td>
</tr>
</tbody>
</table>;specs=;name=None;doe=None;entryby=Ravi Kumar Asari",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
